//airport.gat,125,14,0,warp,ein041,1,1,airport.gat,19,20
//airport,161,13,0	warp	ein_ap04	1,1,airport,47,21

//Alberta City
prt_in,217,163,0	warp	prt15	1,3,prt_in,236,163
prt_in,234,163,0	warp	prt15-1	1,3,prt_in,215,163
prt_in,240,141,0	warp	prt01-1	3,1,prontera,107,218
prt_in,248,173,0	warp	prt13-1	3,2,prontera,77,93
prt_in,254,113,0	warp	prt16	3,2,prt_in,256,134
prt_in,256,131,0	warp	prt16-1	2,2,prt_in,254,110
prt_in,263,163,0	warp	prt17	1,3,prt_in,276,163
prt_in,274,163,0	warp	prt17-1	1,3,prt_in,261,163
//prt_in,280,68,0	warp	w472	6,6,prontera,147,287
//prt_in,281,36,0	warp	w473	6,6,prontera,147,287
//prt_in,282,100,0	warp	w471	6,6,prontera,147,287
prt_in,282,179,0	warp	prt14	3,1,prontera,87,91
//prt_in,285,130,0	warp	w470	6,6,prontera,147,287
prt_in,37,65,0	warp	prt18	1,3,prt_in,51,65
prt_in,47,29,0	warp	prt10-1	2,1,prontera,46,67
prt_in,48,65,0	warp	prt18-1	1,3,prt_in,34,65
prt_in,53,105,0	warp	prt03-1	1,2,prontera,136,186
prt_in,60,77,0	warp	prt06-1	2,1,prontera,175,188
prt_in,68,130,0	warp	prt08-1	2,1,prontera,204,188
prt_in,69,65,0	warp	prt19a	1,3,prt_in,84,65
prt_in,70,143,0	warp	prt20	2,1,prt_in,70,165
prt_in,70,162,0	warp	prt20-1	2,1,prt_in,70,140
prt_in,80,113,0	warp	prt11-1	2,1,prontera,48,343
prt_in,82,65,0	warp	prt19b	1,3,prt_in,66,65
prt_in,227,15,0	warp	prt20-2	2,2,prontera,263,275

//= Prontera Church ==========================================
prt_church,100,56,0	warp	prtch001	7,1,prontera,234,314
prt_church,109,81,0	warp	prtch01	1,2,prt_church,172,19
prt_church,168,19,0	warp	prtch01-1	1,2,prt_church,105,81
prt_church,31,19,0	warp	prtch02	1,2,prt_church,94,81
prt_church,90,81,0	warp	prtch02-1	1,2,prt_church,27,19



//= Prontera Castle ===========================================
prt_castle,102,129,0	warp	prtca01	3,2,prt_castle,102,143
prt_castle,102,140,0	warp	prtca01-1	3,2,prt_castle,102,126
prt_castle,102,16,0	warp	prtca001	6,2,prontera,156,356
prt_castle,102,181,0	warp	prtca002	6,2,prt_gld,159,28
prt_castle,102,73,0	warp	prtca02	3,2,prt_castle,102,91
prt_castle,102,88,0	warp	prtca02-1	3,2,prt_castle,102,70
prt_castle,113,107,0	warp	prtca03	2,3,prt_castle,134,107
prt_castle,121,29,0	warp	prtca04	1,1,prt_castle,148,29
prt_castle,130,107,0	warp	prtca03-1	2,3,prt_castle,110,107
prt_castle,135,153,0	warp	prtca05	1,1,prt_castle,167,145
prt_castle,144,29,0	warp	prtca04-1	2,2,prt_castle,117,29
prt_castle,149,113,0	warp	prtca06	1,1,prt_castle,175,113
prt_castle,164,145,0	warp	prtca05-1	1,1,prt_castle,132,153
prt_castle,170,138,0	warp	prtca07	3,2,prt_castle,176,118
prt_castle,172,113,0	warp	prtca06-1	1,1,prt_castle,146,113
prt_castle,176,121,0	warp	prtca07-1	3,2,prt_castle,170,141
prt_castle,28,121,0	warp	prtca08	2,2,prt_castle,40,141
prt_castle,31,113,0	warp	prtca09	1,1,prt_castle,58,113
prt_castle,40,138,0	warp	prtca08-1	3,2,prt_castle,28,118
prt_castle,45,145,0	warp	prtca10	1,1,prt_castle,72,153
prt_castle,54,113,0	warp	prtca09-1	1,1,prt_castle,27,113
prt_castle,59,29,0	warp	prtca11	2,2,prt_castle,85,29
prt_castle,68,153,0	warp	prtca10-1	1,1,prt_castle,42,145
prt_castle,75,107,0	warp	prtca12	2,3,prt_castle,95,107
prt_castle,82,29,0	warp	prtca11-1	1,1,prt_castle,56,29
prt_castle,92,107,0	warp	prtca12-1	2,3,prt_castle,72,107

rachel,150,249,0	warp	rachel01	1,1,ra_temple,120,30

rachel,81,33,0	warp	rachel02	1,1,ra_in01,237,198
rachel,61,33,0	warp	rachel03	1,1,ra_in01,181,198
rachel,217,55,0	warp	rachel04	1,1,ra_in01,250,34
rachel,179,220,0	warp	rachel05	1,1,ra_in01,295,352
rachel,103,240,0	warp	rachel06	1,1,ra_in01,343,193
rachel,216,160,0	warp	rachel07	1,1,ra_in01,135,282
rachel,42,87,0	warp	rachel08	1,1,ra_in01,171,359
rachel,42,109,0	warp	rachel09	1,1,ra_in01,171,388
rachel,83,78,0	warp	rachel10	1,1,ra_in01,249,266
rachel,115,149,0	warp	rachel11	1,1,ra_in01,386,43
rachel,90,189,0	warp	rachel12	1,1,ra_in01,192,148
rachel,108,200,0	warp	rachel13	1,1,ra_in01,213,83

ra_in01,188,189,0	warp	rachel14	1,1,ra_in01,263,144
ra_in01,296,144,0	warp	rachel15	1,1,ra_in01,235,189
ra_in01,175,189,0	warp	rachel16	1,1,ra_in01,132,189
ra_in01,244,189,0	warp	rachel17	1,1,ra_in01,291,189
ra_in01,235,21,0	warp	rachel18	1,1,ra_in01,187,31
ra_in01,312,374,0	warp	rachel19	1,1,ra_in01,359,374
ra_in01,291,371,0	warp	rachel20	1,1,ra_in01,225,380
ra_in01,381,200,0	warp	rachel21	1,1,ra_in01,377,268
ra_in01,367,255,0	warp	rachel22	1,1,ra_in01,326,296
ra_in01,319,303,0	warp	rachel23	1,1,ra_in01,381,320
ra_in01,178,370,0	warp	rachel24	1,1,ra_in01,113,385
ra_in01,165,369,0	warp	rachel25	1,1,ra_in01,122,334
ra_in01,241,299,0	warp	rachel26	1,1,ra_in01,193,312
ra_in01,185,303,0	warp	rachel27	1,1,ra_in01,194,249
ra_in01,357,61,0	warp	rachel28	1,1,ra_in01,310,62
ra_in01,297,59,0	warp	rachel29	1,1,ra_in01,339,116

ra_temin,130,93,0	warp	rachel30	1,1,ra_temin,239,258
ra_temin,206,93,0	warp	rachel31	1,1,ra_temin,312,258
ra_temin,275,332,0	warp	rachel32	1,1,ra_temin,27,305

ra_temin,275,226,0	warp	rachel33	1,1,ra_temsky,99,11

ra_temsky,99,118,0	warp	rachel34	1,1,ra_temsky,99,140
ra_temsky,112,143,0	warp	rachel35	1,1,ra_temsky,141,139
ra_temsky,87,143,0	warp	rachel36	1,1,ra_temsky,58,139

ra_temple,120,22,0	warp	rachel37	1,1,rachel,150,243

ra_in01,237,202,0	warp	rachel38	1,1,rachel,81,38
ra_in01,181,202,0	warp	rachel39	1,1,rachel,61,38
ra_in01,250,38,0	warp	rachel40	1,1,rachel,217,60
ra_in01,295,348,0	warp	rachel41	1,1,rachel,179,215
ra_in01,339,193,0	warp	rachel42	1,1,rachel,98,238
ra_in01,135,286,0	warp	rachel43	1,1,rachel,216,164
ra_in01,171,355,0	warp	rachel44	1,1,rachel,42,82
ra_in01,172,392,0	warp	rachel45	1,1,rachel,42,114
ra_in01,249,262,0	warp	rachel46	1,1,rachel,83,73
ra_in01,386,39,0	warp	rachel47	1,1,rachel,115,144
ra_in01,192,152,0	warp	rachel48	1,1,rachel,90,193
ra_in01,213,79,0	warp	rachel49	1,1,rachel,108,195

ra_in01,259,144,0	warp	rachel50	1,1,ra_in01,184,189
ra_in01,231,189,0	warp	rachel51	1,1,ra_in01,292,144
ra_in01,136,189,0	warp	rachel52	1,1,ra_in01,179,189
ra_in01,287,189,0	warp	rachel53	1,1,ra_in01,240,189
ra_in01,183,31,0	warp	rachel54	1,1,ra_in01,239,21
ra_in01,355,374,0	warp	rachel55	1,1,ra_in01,308,374
ra_in01,221,380,0	warp	rachel56	1,1,ra_in01,287,371
ra_in01,381,268,0	warp	rachel57	1,1,ra_in01,387,200
ra_in01,330,296,0	warp	rachel58	1,1,ra_in01,371,255
ra_in01,381,324,0	warp	rachel59	1,1,ra_in01,319,299
ra_in01,109,385,0	warp	rachel60	1,1,ra_in01,174,370
ra_in01,126,334,0	warp	rachel61	1,1,ra_in01,169,369
ra_in01,197,312,0	warp	rachel62	1,1,ra_in01,245,299
ra_in01,194,245,0	warp	rachel63	1,1,ra_in01,190,302
ra_in01,314,62,0	warp	rachel64	1,1,ra_in01,361,61
ra_in01,339,120,0	warp	rachel65	1,1,ra_in01,297,63

ra_temin,169,18,0	warp	rachel66	1,1,ra_temple,119,175

ra_temin,239,253,0	warp	rachel67	1,1,ra_temin,130,88
ra_temin,312,253,0	warp	rachel68	1,1,ra_temin,206,88
ra_temin,27,299,0	warp	rachel69	1,1,ra_temin,275,328

ra_temsky,99,8,0	warp	rachel70	1,1,ra_temin,275,231

ra_temsky,99,135,0	warp	rachel71	1,1,ra_temsky,99,113
ra_temsky,137,139,0	warp	rachel72	1,1,ra_temsky,109,143
ra_temsky,62,139,0	warp	rachel73	1,1,ra_temsky,91,143

rachel,25,125,0	warp	rachel74	1,1,ra_fild11,353,226
rachel,275,125,0	warp	rachel75	1,1,ra_fild12,40,226
rachel,130,21,0	warp	rachel76	1,1,ve_fild02,195,377

que_rachel,130,93,0	warp	rachel77	1,1,que_rachel,239,258
que_rachel,206,93,0	warp	rachel78	1,1,que_rachel,312,258
que_rachel,275,332,0	warp	rachel79	1,1,que_rachel,27,305
que_rachel,239,253,0	warp	rachel80	1,1,que_rachel,130,88
que_rachel,312,253,0	warp	rachel81	1,1,que_rachel,206,88
que_rachel,27,299,0	warp	rachel82	1,1,que_rachel,275,328

ra_in01,309,70,0	warp	rachel83	1,1,rachel,108,175
rachel,105,171,0	warp	rachel84	1,1,ra_in01,309,65
ra_in01,375,109,0	warp	rachel85	1,1,rachel,116,154
rachel,116,158,0	warp	rachel86	1,1,ra_in01,375,114

//Additional Temple warp
ra_temin,275,243,0	warp	rachel87	1,1,ra_temin,131,131

umbala,68,253,0	warp	um_chief1-1	1,1,um_in,38,113
um_in,38,110,0	warp	um_chief1-2	1,1,umbala,66,250
umbala,138,129,0	warp	um_tool1-1	1,1,um_in,99,114
um_in,99,111,0	warp	um_tool1-2	1,1,umbala,136,127
umbala,125,157,0	warp	um_weapon1-1	1,1,um_in,155,114
um_in,155,111,0	warp	um_weapon1-2	1,1,umbala,126,154
umbala,94,186,0	warp	um_houseA1-1	1,1,um_in,141,42
um_in,141,39,0	warp	um_houseA1-2	1,1,umbala,94,183
umbala,100,203,0	warp	um_houseA2-1	1,1,um_in,163,69
um_in,166,69,0	warp	um_houseA2-2	1,1,umbala,102,205
umbala,107,130,0	warp	um_houseB1-1	1,1,um_in,99,66
um_in,99,63,0	warp	um_houseB1-2	1,1,umbala,108,127

veins,230,166,0	warp	ve_Tool1-1	1,1,ve_in,251,287
ve_in,251,283,0	warp	ve_Tool1-2	1,1,veins,230,161
ve_in,261,315,0	warp	ve_Tool2-1	1,1,ve_in,177,297
ve_in,177,293,0	warp	ve_Tool2-2	1,1,ve_in,261,311
veins,150,179,0	warp	ve_Weapon1-1	1,1,ve_in,349,223
ve_in,349,219,0	warp	ve_Weapon1-2	1,1,veins,150,175
ve_in,347,250,0	warp	ve_Weapon2-1	1,1,ve_in,282,223
ve_in,286,223,0	warp	ve_Weapon2-2	1,1,ve_in,352,250
veins,114,278,0	warp	ve_Inn1-1	1,1,ve_in,183,207
ve_in,183,203,0	warp	ve_Inn1-2	1,1,veins,110,278
veins,128,270,0	warp	ve_Inn2-1	1,1,ve_in,201,211
ve_in,206,211,0	warp	ve_Inn2-2	1,1,veins,128,266
veins,130,238,0	warp	ve_Inn3-1	1,1,ve_in,99,219
ve_in,99,215,0	warp	ve_Inn3-2	1,1,veins,127,235
ve_in,76,229,0	warp	ve_Inn4-1	1,1,ve_in,75,160
ve_in,71,160,0	warp	ve_Inn4-2	1,1,ve_in,72,229
veins,148,220,0	warp	ve_Bar1-1	1,1,ve_in,252,127
ve_in,256,127,0	warp	ve_Bar1-2	1,1,veins,150,215
ve_in,224,115,0	warp	ve_Bar2-1	1,1,ve_in,313,114
ve_in,309,114,0	warp	ve_Bar2-2	1,1,ve_in,220,115
veins,197,260,0	warp	ve_Church1-1	1,1,ve_in,351,321
ve_in,351,317,0	warp	ve_Church1-2	1,1,veins,197,255
veins,88,173,0	warp	ve_House1_1-1	1,1,ve_in,77,295
ve_in,77,291,0	warp	ve_House1_1-2	1,1,veins,88,168
ve_in,98,299,0	warp	ve_House1_2-1	1,1,ve_in,124,372
ve_in,128,372,0	warp	ve_House1_2-2	1,1,ve_in,102,299
veins,337,231,0	warp	ve_House2_1-1	1,1,ve_in,194,374
ve_in,194,369,0	warp	ve_House2_1-2	1,1,veins,331,231
veins,267,230,0	warp	ve_factory1-1	1,1,ve_in02,17,19
ve_in02,13,19,0	warp	ve_factory1-2	1,1,veins,269,225
veins,143,25,0	warp	veins1-1	1,1,ve_fild07,147,366
ve_fild07,147,371,0	warp	veins1-2	1,1,veins,146,28
veins,218,361,0	warp	veins2-1	1,1,ve_fild06,148,225
ve_fild06,153,220,0	warp	veins2-2	1,1,veins,218,355

//Umbala Entrance
um_dun02,125,163,0	warp	nwarp1	1,1,yggdrasil01,40,63

//Niflheim Exit
yggdrasil01,249,262,0	warp	nwarp5	1,1,nif_fild01,315,66

//Yggdrasil Tree
yggdrasil01,271,51,0	warp	nwarp3	1,1,yggdrasil01,26,196
yggdrasil01,26,193,0	warp	nwarp4	1,1,yggdrasil01,269,53

//= Yuno City ================================================
yuno,158,15,0	warp	yun-yunfild	1,1,yuno_fild04,231,284
yuno,117,135,0	warp	yun01	1,1,yuno_in01,116,37
yuno_in01,116,40,0	warp	yun02	1,1,yuno,120,138
yuno,48,105,0	warp	yun03	1,1,yuno_in01,37,176
yuno_in01,40,176,0	warp	yun04	1,1,yuno,51,105
yuno_in01,32,182,0	warp	yun05	1,1,yuno_in01,86,164
yuno_in01,82,164,0	warp	yun06	1,1,yuno_in01,28,182
yuno,48,151,0	warp	yun07	1,1,yuno_in01,30,100
yuno_in01,34,100,0	warp	yun08	1,1,yuno,51,151
yuno,93,180,0	warp	yun09	1,1,yuno_in04,33,127
yuno_in04,33,130,0	warp	yun10	1,1,yuno,95,184
yuno,196,138,0	warp	yun11	1,1,yuno_in01,32,33
yuno_in01,32,36,0	warp	yun12	1,1,yuno,193,142
yuno,264,87,0	warp	yun13	1,1,yuno_in01,168,101
yuno_in01,168,104,0	warp	yun14	1,1,yuno,264,90
yuno,341,203,0	warp	yun15	1,1,yuno_in04,32,58
yuno_in04,29,58,0	warp	yun16	1,1,yuno,338,203
yuno_in04,52,58,0	warp	yun17	1,1,yuno_in04,97,58
yuno_in04,95,58,0	warp	yun18	1,1,yuno_in04,50,58
yuno_in04,103,64,0	warp	yun19	1,1,yuno_in04,103,95
yuno_in04,103,93,0	warp	yun20	1,1,yuno_in04,103,62
yuno_in04,115,64,0	warp	yun21	1,1,yuno_in04,115,95
yuno_in04,115,93,0	warp	yun22	1,1,yuno_in04,115,62
yuno_in04,115,51,0	warp	yun23	1,1,yuno_in04,115,20
yuno_in04,115,22,0	warp	yun24	1,1,yuno_in04,115,53
yuno_in04,103,51,0	warp	yun25	1,1,yuno_in04,103,20
yuno_in04,103,22,0	warp	yun26	1,1,yuno_in04,103,53
yuno_in04,122,57,0	warp	yun27	1,1,yuno_in04,164,110
yuno_in04,161,110,0	warp	yun28	1,1,yuno_in04,120,57
yuno,323,284,0	warp	yun29	1,1,yuno_in03,167,22
yuno_in03,167,19,0	warp	yun30	1,1,yuno,323,280
yuno_in03,167,72,0	warp	yun31	1,1,yuno_in03,179,113
yuno_in03,179,109,0	warp	yun32	1,1,yuno_in03,167,69
yuno_in03,186,119,0	warp	yun33	1,1,yuno_in03,163,174
yuno_in03,159,174,0	warp	yun34	1,1,yuno_in03,183,119
yuno_in03,186,131,0	warp	yun35	1,1,yuno_in03,163,187
yuno_in03,159,187,0	warp	yun36	1,1,yuno_in03,183,131
yuno_in03,172,118,0	warp	yun37	1,1,yuno_in03,120,178
yuno_in03,124,178,0	warp	yun38	1,1,yuno_in03,176,118
yuno_in03,111,192,0	warp	yun39	1,1,yuno_in03,162,132
yuno_in03,162,129,0	warp	yun40	1,1,yuno_in03,111,189
yuno_in03,153,134,0	warp	yun41	1,1,yuno_in03,62,186
yuno_in03,66,186,0	warp	yun42	1,1,yuno_in03,155,134
yuno,278,293,0	warp	yun43	1,1,yuno_in03,25,15
yuno_in03,25,11,0	warp	yun44	1,1,yuno,278,290
yuno_in03,32,89,0	warp	yun45	1,1,yuno_in03,25,53
yuno_in03,25,56,0	warp	yun46	1,1,yuno_in03,32,92
yuno,284,366,0	warp	yun47	1,1,yuno_in03,224,23
yuno_in03,224,19,0	warp	yun48	1,1,yuno,284,363
yuno_in03,219,50,0	warp	yun49	1,1,yuno_in03,104,118
yuno_in03,104,115,0	warp	yun50	1,1,yuno_in03,219,47
yuno_in03,244,52,0	warp	yun51	1,1,yuno_in03,235,94
yuno_in03,235,91,0	warp	yun52	1,1,yuno_in03,244,49
yuno_in03,231,61,0	warp	yun53	1,1,yuno_in03,239,144
yuno_in03,239,141,0	warp	yun54	1,1,yuno_in03,231,57
yuno_in03,223,167,0	warp	yun55	1,1,yuno_in03,96,54
yuno_in03,96,58,0	warp	yun56	1,1,yuno_in03,223,170
yuno,87,321,0	warp	yun57	1,1,yuno_in02,168,61
yuno_in02,172,61,0	warp	yun58	1,1,yuno,90,321
yuno_in01,88,36,0	warp	yun59	1,1,yuno_in01,173,34
yuno_in01,176,34,0	warp	yun60	1,1,yuno_in01,91,36
yuno_in02,82,14,0	warp	yun61	1,1,yuno_in05,192,194
yuno_in05,196,194,0	warp	yun62	1,1,yuno_in02,85,14
yuno,245,147,0	warp	yun65	1,1,yuno_in01,101,88
yuno_in01,101,85,0	warp	yun66	1,1,yuno,245,144

// Yuno In05 (Destination - Escaped Random Warps) ------------------------------
yuno_in05,31,167,0	warp	yun76	1,1,yuno_in05,50,85
yuno_in05,50,88,0	warp	yun77	1,1,yuno_in02,85,14

// Yuno Government Buildings ---------------------------------------------------
yuno_pre,52,22,0	warp	yungvn01	1,1,yuno_pre,37,23
yuno_pre,87,22,0	warp	yungvn02	1,1,yuno_pre,102,22
yuno_pre,41,23,0	warp	yungvn03	1,1,yuno_pre,56,22
yuno_pre,18,35,0	warp	yungvn04	1,1,yuno_pre,18,53
yuno_pre,98,22,0	warp	yungvn05	1,1,yuno_pre,83,22
yuno_pre,18,48,0	warp	yungvn06	1,1,yuno_pre,18,31
yuno_pre,18,77,0	warp	yungvn07	1,1,yuno_pre,18,96
yuno_pre,113,48,0	warp	yungvn08	1,1,yuno_pre,84,22
yuno_pre,81,68,0	warp	yungvn09	1,1,yuno_pre,95,68
yuno_pre,18,92,0	warp	yungvn10	1,1,yuno_pre,18,73
yuno,157,322,0	warp	yungvn11	1,1,yuno_pre,69,13
yuno_pre,69,10,0	warp	yungvn12	1,1,yuno,157,317

//= Abbey Dungeon ============================================
abbey01,51,9,0	warp	namelesswarp0101	1,1,nameless_n,160,184
abbey01,87,122,0	warp	namelesswarp4001	1,1,abbey01,13,201
abbey01,13,204,0	warp	namelesswarp4002	1,1,abbey01,88,118
abbey01,321,102,0	warp	namelesswarp4003	1,1,abbey02,149,11
abbey02,149,8,0	warp	namelesswarp4004	1,1,abbey01,321,99
abbey02,149,290,0	warp	namelesswarp4005	1,1,abbey03,119,8
abbey03,119,5,0	warp	namelesswarp4006	1,1,abbey02,149,287

//hu_fild05,197,210,0	warp	abysslakedunwarp001	2,3,abyss_01,264,271
abyss_01,267,274,0	warp	abysslakedunwarp002	1,1,hu_fild05,192,207
abyss_01,26,23,0	warp	abysslakedunwarp003	1,1,abyss_02,275,270
abyss_02,278,270,0	warp	abysslakedunwarp004	1,1,abyss_01,26,26
abyss_02,145,281,0	warp	abysslakedunwarp005	1,1,abyss_03,116,27
abyss_03,116,24,0	warp	abysslakedunwarp006	1,1,abyss_02,145,278

//============================================================
//============================================================
alde_dun01,292,306,0	warp	aldd01	2,1,alde_dun02,43,24
alde_dun01,167,158,0	warp	ald002a	2,2,c_tower2,148,283
alde_dun01,302,25,0	warp	ald003a	2,2,c_tower1,125,22
alde_dun02,43,20,0	warp	aldd04	1,1,alde_dun01,292,300
alde_dun02,279,250,0	warp	aldd05	2,2,alde_dun03,18,267
alde_dun02,122,169,0	warp	ald006	2,2,c_tower3,47,41
alde_dun02,187,234,0	warp	ald007	2,2,c_tower3,65,147
//============================================================
//= Random B2 ================================================
alde_dun03,12,267,0	warp	aldd09	2,2,alde_dun02,273,250
alde_dun03,277,183,0	warp	ald010	2,2,c_tower2,27,27
alde_dun03,191,31,0	warp	ald011	2,2,c_tower3,217,159
alde_dun03,276,48,0	warp	ald012	2,2,c_tower1,235,223
//============================================================
//7(npc)
//= Random B3-1 ================================================
//============================================================
//= Random 3-2 ===============================================
alde_dun04,80,273,0	warp	aldd016	2,2,alde_dun03,263,26
alde_dun04,207,225,0	warp	ald017	1,1,c_tower3,7,34
alde_dun04,215,192,0	warp	ald018	1,1,c_tower2,148,283
alde_dun04,32,74,0	warp	aldd19	1,1,alde_dun02,187,239
alde_dun04,208,58,0	warp	aldd20	2,2,alde_dun04,268,74
alde_dun04,272,74,0	warp	aldd021	2,2,alde_dun04,204,62

ama_dun01,235,144,0	warp	ama_dun1-1	1,1,ama_dun02,33,40
ama_dun02,30,40,0	warp	ama_dun1-2	1,1,ama_dun01,232,144
ama_dun02,196,123,0	warp	ama_dun2-1	1,1,ama_dun03,120,12
ama_dun03,120,9,0	warp	ama_dun2-2	1,1,ama_dun02,196,120

//= Ant Hell =================================================
anthell01,253,32,0	warp	ant01	2,1,anthell02,34,263
anthell02,32,267,0	warp	ant01-1	2,2,anthell01,253,35

ayo_fild02,285,149,0	warp	ayo_dun1-1	1,1,ayo_dun01,275,18
ayo_dun01,274,14,0	warp	ayo_dun1-2	1,1,ayo_fild02,279,150
ayo_dun02,24,22,0	warp	ayo_dun2-1	1,1,ayo_dun01,24,279
ayo_dun02,276,22,0	warp	ayo_dun2-2	1,1,ayo_dun01,24,279

comodo,24,214,0	warp	cmd_beach_dun1-1	1,1,beach_dun,266,67
beach_dun,276,67,0	warp	cmd_beach_dun1-2	1,1,comodo,31,215
comodo,176,358,0	warp	cmd_beach_dun2-1	1,1,beach_dun2,154,25
beach_dun2,154,13,0	warp	cmd_beach_dun2-2	2,1,comodo,176,353
comodo,333,175,0	warp	cmd_beach_dun3-1	1,1,beach_dun3,23,260
beach_dun3,17,265,0	warp	cmd_beach_dun3-2	1,1,comodo,328,175
beach_dun3,286,57,0	warp	cmd_beach_dun4-1	1,1,cmd_fild01,30,317
cmd_fild01,26,318,0	warp	cmd_beach_dun4-2	1,1,beach_dun3,281,56

//= Al De Baran Clock Tower
aldebaran,139,135,0	warp	ald002	1,1,c_tower1,199,159
c_tower1,200,157,0	warp	ald003	1,1,aldebaran,139,131
c_tower1,235,226,0	warp	clt001	1,1,c_tower2,268,26
c_tower1,123,22,0	warp	clt002	1,1,alde_dun01,297,25
c_tower2,142,283,0	warp	clt003	1,1,c_tower3,65,147
c_tower2,24,24,0	warp	clt004	1,1,alde_dun03,277,178
c_tower2,273,26,0	warp	clt005	1,1,c_tower1,235,223

//============================================================
//= Level 2 ==================================================
//============================================================
//= Level 3 ==================================================
c_tower3,60,147,0	warp	clt009	1,1,c_tower2,148,283
c_tower3,212,159,0	warp	clt010	1,1,alde_dun03,276,53
c_tower3,7,39,0	warp	clt011	1,1,alde_dun01,171,158
c_tower3,42,41,0	warp	clt012	1,1,alde_dun02,127,169
c_tower3,146,8,0	warp	clt013	1,1,c_tower1,235,223
//============================================================
//============================================================
//= Level 4 ==================================================
c_tower4,37,70,0	warp	clt017	1,1,alde_dun03,277,54
c_tower4,51,156,0	warp	clt018	1,1,alde_dun01,171,158
c_tower4,68,46,0	warp	clt019	1,1,c_tower4,73,154
c_tower4,70,19,0	warp	clt020	2,2,c_tower3,151,8
c_tower4,79,49,0	warp	clt021	2,2,c_tower4,204,60
c_tower4,133,202,0	warp	clt022	1,1,c_tower4,140,149
c_tower4,153,107,0	warp	clt023	1,1,c_tower2,228,267
c_tower4,171,179,0	warp	clt024	1,1,alde_dun03,276,53
c_tower4,198,59,0	warp	clt025	1,1,c_tower4,152,98
c_tower4,204,57,0	warp	clt026	1,1,c_tower4,65,77
//============================================================

//Dungeon Warps
einbech,138,252,0	warp	eib_d01	1,1,ein_dun01,22,14
ein_dun01,22,11,0	warp	eib_d01a	1,1,einbech,138,249
ein_dun01,262,256,0	warp	ein012	1,1,ein_dun02,292,290
ein_dun02,292,292,0	warp	ein012a	1,1,ein_dun01,262,258

//= Geffen Tower =============================================
gef_tower,106,115,0	warp	geft01	1,1,gef_tower,106,72
gef_tower,106,69,0	warp	geft01-1	1,1,gef_tower,106,112
gef_tower,44,36,0	warp	geft02	1,1,gef_tower,106,162
gef_tower,106,158,0	warp	geft02-1	1,1,gef_tower,44,33
gef_tower,118,68,0	warp	geft03	1,1,gef_tower,116,28
gef_tower,116,31,0	warp	geft03-1	1,1,gef_tower,118,71
gef_tower,120,158,0	warp	geft04	1,1,gef_tower,118,111
gef_tower,118,114,0	warp	geft04-1	1,1,gef_tower,120,161
gef_tower,158,104,0	warp	geft05	2,2,gef_tower,156,90
gef_tower,156,93,0	warp	geft05-1	2,2,gef_tower,158,107
gef_tower,158,150,0	warp	geft06	1,2,gef_tower,158,124
gef_tower,158,128,0	warp	geft06-1	2,1,gef_tower,158,153
gef_tower,158,174,0	warp	geft07	2,1,gef_tower,52,140
gef_tower,52,136,0	warp	geft07-1	2,1,gef_tower,158,169
gef_tower,38,160,0	warp	geft08	2,1,gef_tower,42,90
gef_tower,42,86,0	warp	geft08-1	1,1,gef_tower,38,157
gef_tower,66,156,0	warp	geft08-2	2,1,gef_tower,42,90
gef_tower,153,28,0	warp	gef005	4,2,gef_dun00,104,99
gef_tower,52,181,0	warp	gef006	4,1,geffen,120,110
gef_tower,60,32,0	warp	geft09	1,1,gef_tower,62,90
gef_tower,62,87,0	warp	geft09-1	1,1,gef_tower,60,30

//= Geffen Dungeon =============================================
gef_dun00,104,103,0	warp	gef024	3,3,gef_tower,153,31
gef_dun00,107,169,0	warp	gefd01	2,1,gef_dun01,115,236
gef_dun01,115,240,0	warp	gefd01-1	2,2,gef_dun00,107,165
gef_dun01,197,38,0	warp	gefd02	2,1,gef_dun02,106,132
gef_dun02,106,134,0	warp	gefd02-1	2,1,gef_dun01,197,40
//gef_dun02,215,67,0	warp	gefd03	2,1,gef_dun03,203,200
gef_dun03,203,204,0	warp	gefd03-1	2,1,gef_dun02,215,63

gonryun,159,201,0	warp	gon_dun1-1	1,1,gon_dun01,153,48
gon_dun01,153,45,0	warp	gon_dun1-2	1,1,gonryun,159,198
gon_dun01,162,273,0	warp	gon_dun2-1	1,1,gon_dun02,17,113
gon_dun02,14,113,0	warp	gon_dun2-2	1,1,gon_dun01,162,270
gon_dun02,44,213,0	warp	gon_dun3-1	1,1,gon_dun02,51,119
gon_dun02,92,190,0	warp	gon_dun3-2	1,1,gon_dun02,199,20
gon_dun02,44,166,0	warp	gon_dun3-3	1,1,gon_dun02,97,121
gon_dun02,148,236,0	warp	gon_dun3-4	1,1,gon_dun02,234,194
gon_dun02,171,258,0	warp	gon_dun3-5	1,1,gon_dun02,76,96
gon_dun02,234,191,0	warp	gon_dun3-6	1,1,gon_dun02,145,233
gon_dun02,165,189,0	warp	gon_dun3-7	1,1,gon_dun02,235,135
gon_dun02,180,189,0	warp	gon_dun3-8	1,1,gon_dun02,170,164
gon_dun02,170,161,0	warp	gon_dun3-9	1,1,gon_dun02,89,41
gon_dun02,56,119,0	warp	gon_dun3-10	1,1,gon_dun02,47,210
gon_dun02,94,118,0	warp	gon_dun3-11	1,1,gon_dun02,177,189
